site_contractor_id,site_id,contractor_id,contract_start_date,contract_end_date,is_active
92,23,34,2023-03-19,,True
93,23,118,2021-08-31,2023-08-15,False
94,23,110,2022-11-07,,True
95,24,102,2021-04-14,,True
96,24,100,2020-08-17,,True
97,24,10,2022-05-12,,True
98,25,71,2022-06-19,,True
99,25,100,2022-11-26,2025-08-22,False
100,25,64,2022-12-25,,True
101,25,13,2023-04-09,2025-07-10,False
102,25,7,2021-04-27,2024-02-12,False
103,26,100,2022-12-29,2025-12-17,False
104,26,71,2020-03-25,,True
105,27,70,2021-11-18,,True
106,27,73,2020-02-17,,True
107,27,83,2021-01-21,,True
108,28,50,2021-01-08,,True
109,28,83,2021-04-26,,True
110,28,44,2022-11-14,2025-06-02,False
111,29,121,2020-12-17,,True
112,29,7,2022-01-25,,True
113,29,102,2020-01-10,,True
114,30,44,2020-01-02,,True
115,30,118,2021-09-05,,True
116,30,102,2021-03-25,2022-12-05,False
117,30,83,2021-06-15,,True
118,30,22,2020-09-28,,True
119,30,84,2023-02-25,,True
120,31,44,2020-04-25,,True
121,31,120,2020-08-26,2022-01-09,False
122,31,61,2022-11-01,2025-06-14,False
123,32,7,2021-09-30,,True
124,32,102,2021-08-20,,True
125,32,94,2023-04-12,2025-01-13,False
126,32,118,2023-02-17,,True
127,32,100,2022-06-08,,True
128,35,9,2020-08-28,,True
129,35,118,2021-11-13,,True
130,35,53,2021-02-07,,True
131,35,71,2021-06-11,,True
132,35,34,2020-05-05,2022-01-06,False
133,35,83,2021-09-07,,True
134,36,71,2020-12-23,,True
135,36,44,2022-02-12,2024-11-04,False
136,36,125,2021-06-03,,True
137,36,100,2022-12-05,,True
138,37,102,2023-01-13,,True
139,37,44,2020-06-19,2022-09-07,False
140,37,100,2020-03-25,,True
141,38,71,2023-03-26,,True
142,38,7,2022-04-04,,True
143,38,141,2020-08-02,2022-10-22,False
144,39,118,2020-02-25,,True
145,39,102,2021-10-22,2024-05-03,False
146,39,49,2021-10-10,,True
147,40,120,2021-10-01,2023-12-17,False
148,40,83,2022-06-24,,True
149,40,118,2021-12-19,2024-11-06,False
150,40,102,2020-12-19,,True
151,40,34,2022-03-29,,True
152,41,61,2021-08-08,,True
153,41,44,2020-11-21,,True
154,41,22,2020-02-16,,True
155,41,100,2020-03-14,2022-09-27,False
156,41,83,2022-09-22,2024-03-10,False
157,42,100,2021-02-17,,True
158,42,71,2021-03-06,2022-06-01,False
159,42,103,2021-10-27,2023-06-26,False
160,42,34,2022-08-11,,True
161,43,96,2022-12-04,,True
162,43,71,2020-08-18,,True
163,43,60,2021-06-19,,True
164,44,124,2022-10-20,,True
165,44,118,2020-02-14,,True
166,44,44,2021-11-11,,True
167,44,112,2021-08-01,,True
168,44,61,2021-01-11,,True
169,44,144,2021-10-21,,True
170,45,115,2021-05-11,,True
171,45,61,2021-01-06,2022-02-28,False
172,45,86,2020-11-21,2023-01-18,False
173,45,118,2022-07-23,,True
174,46,100,2020-08-22,,True
175,46,44,2021-06-20,,True
176,46,47,2022-07-04,,True
177,46,122,2020-05-01,2021-05-07,False
178,46,13,2020-09-21,,True
179,47,45,2020-07-15,,True
180,47,71,2021-01-21,,True
181,47,118,2022-09-02,2025-07-13,False
182,47,82,2022-07-19,,True
183,48,118,2021-12-17,,True
184,48,42,2023-03-04,,True
185,48,22,2022-07-10,,True
186,48,7,2022-07-29,,True
187,48,36,2021-09-18,,True
188,49,63,2023-03-09,2024-07-15,False
189,49,22,2020-05-19,,True
190,49,34,2021-04-27,,True
191,49,112,2020-05-05,,True
192,49,139,2022-11-20,,True
193,49,7,2022-12-11,,True
194,50,44,2022-01-22,,True
195,50,99,2021-07-12,2024-03-24,False
196,50,61,2022-01-07,,True
197,51,128,2021-01-30,,True
198,51,100,2021-08-18,2024-08-03,False
199,51,114,2020-08-18,,True
200,51,71,2022-06-27,,True
201,51,44,2022-05-16,,True
202,52,84,2022-11-20,,True
203,52,26,2022-04-24,,True
204,52,2,2022-02-13,2024-04-28,False
205,52,22,2020-08-04,,True
206,52,44,2022-07-25,2024-11-14,False
207,53,102,2021-10-12,,True
208,53,61,2022-07-29,,True
209,53,100,2022-02-04,,True
210,53,7,2022-09-23,,True
211,53,22,2021-06-30,,True
212,54,61,2022-02-03,,True
213,54,100,2021-07-23,,True
214,54,83,2021-04-21,,True
215,57,102,2020-07-22,,True
216,57,7,2021-11-26,,True
217,57,108,2022-01-13,,True
218,58,30,2021-07-11,,True
219,58,71,2021-04-11,,True
220,58,130,2022-11-03,,True
221,59,118,2022-04-13,,True
222,59,34,2022-10-23,,True
223,59,7,2021-07-20,,True
224,60,100,2023-04-06,,True
225,60,83,2021-06-07,2023-10-03,False
226,60,106,2022-01-24,2024-01-29,False
227,60,127,2023-01-03,2025-01-17,False
228,60,22,2021-08-04,2023-12-17,False
229,60,7,2021-05-18,,True
230,61,105,2020-02-24,,True
231,61,100,2020-07-14,,True
232,61,118,2021-12-10,,True
233,61,61,2021-07-09,,True
234,61,10,2021-02-15,,True
235,62,103,2021-05-06,,True
236,62,61,2023-01-04,,True
237,62,139,2020-05-01,,True
238,62,102,2021-03-22,,True
239,62,64,2020-08-08,2022-03-01,False
240,63,65,2020-07-04,,True
241,63,71,2020-04-30,,True
242,63,118,2023-01-06,,True
243,63,14,2020-09-22,,True
244,63,61,2022-10-12,,True
245,63,99,2022-05-14,,True
246,64,102,2022-10-13,,True
247,64,1,2020-05-02,,True
248,64,100,2021-04-12,,True
249,65,109,2020-09-16,,True
250,65,100,2021-09-28,2024-02-27,False
251,65,106,2021-09-24,2024-03-02,False
252,66,22,2021-07-05,,True
253,66,83,2021-11-04,,True
254,66,142,2020-01-20,,True
255,66,44,2022-12-05,,True
256,66,118,2021-05-14,,True
257,67,44,2021-11-13,2023-06-10,False
258,67,71,2021-04-25,,True
259,67,22,2021-03-24,,True
260,67,115,2022-04-10,,True
261,68,44,2021-09-06,2023-05-14,False
262,68,61,2022-04-18,,True
263,68,36,2023-01-16,2025-07-02,False
264,68,34,2023-03-12,,True
265,69,22,2022-04-18,,True
266,69,97,2021-06-15,,True
267,69,83,2023-01-26,,True
268,69,89,2021-08-06,,True
269,69,71,2020-12-24,,True
270,70,100,2020-06-22,2023-03-05,False
271,70,87,2021-04-10,,True
272,70,7,2020-04-23,2021-10-26,False
273,74,59,2020-06-17,,True
274,74,81,2022-01-11,,True
275,74,118,2021-10-23,,True
276,75,7,2022-05-30,,True
277,75,102,2022-05-07,,True
278,75,100,2020-08-30,,True
279,75,105,2022-04-24,2023-12-09,False
280,77,24,2023-02-15,,True
281,77,112,2020-06-15,2021-07-24,False
282,77,58,2023-01-30,,True
283,78,141,2020-01-06,,True
284,78,102,2021-03-16,2022-03-19,False
285,78,133,2022-12-07,2025-04-26,False
286,78,83,2021-11-29,,True
287,79,44,2021-06-20,2022-11-16,False
288,79,34,2021-06-25,2023-05-18,False
289,79,7,2022-09-16,,True
290,79,4,2020-10-30,,True
291,79,71,2020-12-02,,True
292,80,34,2020-08-28,2023-05-13,False
293,80,61,2023-03-10,,True
294,80,44,2022-10-21,,True
295,80,68,2020-10-13,,True
296,81,7,2023-01-17,,True
297,81,34,2022-09-19,2024-05-11,False
298,81,100,2020-11-07,2022-05-30,False
299,81,12,2022-03-27,,True
300,81,102,2022-12-08,,True
301,82,114,2023-03-18,,True
302,82,35,2022-04-20,,True
303,82,30,2020-02-20,,True
304,83,34,2020-11-14,,True
305,83,33,2022-07-24,,True
306,83,83,2021-11-23,,True
307,84,48,2021-02-23,2022-12-23,False
308,84,102,2023-03-25,,True
309,84,118,2021-02-27,,True
310,85,100,2021-08-05,,True
311,85,102,2020-02-13,,True
312,85,44,2020-07-14,,True
313,86,31,2022-08-02,,True
314,86,46,2022-09-04,,True
315,86,102,2021-05-30,2023-11-08,False
316,86,22,2020-09-09,,True
317,87,7,2021-05-17,2023-10-13,False
318,87,118,2021-07-11,,True
319,87,24,2021-05-09,,True
320,87,137,2022-03-21,,True
321,88,34,2021-08-16,2023-06-14,False
322,88,138,2022-10-18,2025-01-30,False
323,88,25,2021-01-25,,True
324,88,22,2023-01-10,,True
325,88,118,2021-12-06,,True
326,89,71,2020-10-13,,True
327,89,44,2022-10-25,2025-09-25,False
328,89,7,2021-06-04,,True
329,90,100,2020-03-27,,True
330,90,21,2021-02-23,2023-01-04,False
331,90,99,2021-02-21,2022-09-14,False
332,90,44,2022-12-11,,True
333,91,61,2022-02-12,,True
334,91,100,2021-03-14,,True
335,91,22,2020-06-21,,True
336,93,102,2023-03-06,,True
337,93,82,2022-05-18,,True
338,93,105,2020-07-30,,True
339,93,71,2022-07-04,,True
340,93,118,2020-06-21,,True
341,93,34,2022-11-02,,True
342,94,118,2021-07-25,2024-03-27,False
343,94,102,2020-08-24,,True
344,94,35,2022-05-03,,True
345,94,74,2021-05-08,2023-06-28,False
346,95,34,2022-10-24,,True
347,95,14,2020-10-23,,True
348,95,61,2020-12-04,,True
349,95,102,2020-06-22,,True
350,95,110,2021-12-20,,True
351,96,84,2021-02-25,,True
352,96,120,2023-03-03,,True
353,96,118,2020-04-06,,True
354,96,107,2021-08-01,,True
355,96,44,2021-11-17,,True
356,97,71,2021-10-03,,True
357,97,86,2020-10-31,2023-03-14,False
358,97,118,2022-06-17,,True
359,97,22,2021-09-13,2023-09-01,False
360,99,34,2022-04-05,,True
361,99,67,2022-10-17,,True
362,99,13,2020-01-25,,True
363,100,61,2021-02-06,,True
364,100,80,2023-03-01,,True
365,100,43,2022-07-26,,True
366,101,44,2020-03-13,,True
367,101,100,2020-03-09,,True
368,101,7,2022-07-23,,True
369,102,118,2021-03-01,,True
370,102,70,2021-05-13,2023-09-26,False
371,102,34,2020-02-18,,True
372,102,94,2022-03-27,2025-02-17,False
373,103,83,2022-10-28,,True
374,103,100,2023-02-28,2025-05-31,False
375,103,133,2022-11-17,,True
376,103,61,2021-11-26,2024-07-11,False
377,104,76,2021-09-15,,True
378,104,109,2021-05-11,2024-02-15,False
379,104,31,2020-10-19,,True
380,104,3,2021-08-26,,True
381,104,7,2020-02-14,,True
382,105,7,2020-08-29,,True
383,105,118,2020-02-15,2021-04-12,False
384,105,22,2021-11-02,,True
385,105,100,2021-08-12,,True
386,106,99,2022-02-24,2024-08-28,False
387,106,46,2020-08-12,,True
388,106,28,2022-12-25,,True
389,108,25,2020-05-24,,True
390,108,100,2022-11-04,2024-08-13,False
391,108,19,2021-08-09,2023-03-28,False
392,108,126,2022-04-26,,True
393,108,103,2022-08-06,,True
394,108,48,2020-02-13,,True
395,109,126,2021-09-19,,True
396,109,21,2021-09-27,,True
397,109,56,2020-01-30,2021-07-16,False
398,109,73,2022-11-11,,True
399,109,69,2022-04-13,,True
400,110,25,2021-04-20,,True
401,110,89,2020-11-01,,True
402,110,39,2021-05-04,2022-05-29,False
403,110,126,2020-07-29,,True
404,110,67,2020-07-28,,True
405,110,74,2021-05-28,,True
406,111,99,2021-07-21,,True
407,111,97,2023-02-05,,True
408,111,49,2021-02-11,,True
409,112,21,2022-10-14,2024-09-01,False
410,112,99,2021-12-03,,True
411,112,19,2022-06-30,,True
412,112,115,2020-09-07,2022-11-13,False
413,112,25,2021-10-17,2023-06-22,False
414,113,57,2023-01-05,,True
415,113,140,2022-10-25,,True
416,113,17,2020-02-02,,True
417,113,25,2022-06-08,,True
418,113,99,2021-05-06,2023-01-14,False
419,114,126,2023-01-13,,True
420,114,30,2022-05-02,,True
421,114,90,2023-02-23,,True
422,115,49,2020-08-22,,True
423,115,126,2021-07-17,,True
424,115,85,2022-08-04,,True
425,116,140,2021-02-23,,True
426,116,47,2021-08-28,,True
427,116,126,2020-10-28,,True
428,116,39,2020-08-22,,True
429,117,14,2021-05-25,,True
430,117,128,2022-04-16,,True
431,117,58,2020-12-26,,True
432,117,131,2020-05-12,,True
433,117,75,2020-12-10,2022-12-22,False
434,118,112,2020-09-23,,True
435,118,118,2022-07-08,2024-11-17,False
436,118,145,2021-02-03,,True
437,118,24,2022-03-06,2024-12-15,False
438,118,149,2020-07-27,2021-11-15,False
439,119,150,2020-06-06,2022-03-06,False
440,119,4,2023-03-20,2025-05-11,False
441,119,17,2020-10-13,,True
442,119,85,2021-05-23,,True
443,119,124,2023-03-14,,True
444,120,11,2020-08-14,,True
445,120,12,2023-03-18,,True
446,120,131,2020-12-29,,True
447,120,112,2021-11-18,2024-04-27,False
448,120,145,2021-04-15,,True
449,120,29,2022-08-13,,True
450,121,75,2021-02-05,,True
451,121,147,2020-01-25,,True
452,121,132,2020-05-24,2021-08-29,False
453,121,142,2022-01-26,,True
454,121,131,2021-05-20,,True
455,122,58,2023-02-27,,True
456,122,112,2020-03-10,,True
457,122,75,2022-11-12,,True
458,123,75,2023-03-07,,True
459,123,28,2020-10-07,2022-02-26,False
460,124,102,2022-10-02,,True
461,124,35,2021-04-18,,True
462,124,150,2021-09-12,,True
463,124,119,2020-12-21,,True
464,125,39,2020-10-27,,True
465,125,21,2020-02-12,,True
466,125,7,2020-06-10,2023-05-29,False
467,126,38,2022-09-13,,True
468,126,99,2023-03-31,,True
469,126,138,2022-12-16,,True
470,126,120,2021-04-04,,True
471,127,99,2020-04-27,,True
472,127,19,2021-05-29,,True
473,127,38,2022-04-07,,True
474,127,111,2020-05-30,,True
475,127,46,2021-03-11,2023-04-18,False
476,127,103,2022-12-21,,True
477,129,42,2020-11-20,,True
478,129,150,2022-05-28,,True
479,129,148,2021-07-08,2024-01-13,False
480,129,119,2020-05-26,,True
481,130,21,2020-08-30,,True
482,130,99,2022-01-10,,True
483,130,25,2022-02-05,,True
484,130,93,2021-07-16,,True
485,130,150,2020-08-28,,True
486,131,19,2022-02-28,,True
487,131,25,2020-09-03,2022-10-12,False
488,131,114,2021-12-14,,True
489,131,99,2020-05-02,,True
490,132,17,2021-10-24,2024-02-01,False
491,132,150,2020-12-10,2023-05-29,False
492,132,126,2022-02-05,,True
493,132,39,2021-12-11,,True
494,133,110,2021-07-22,,True
495,133,62,2023-02-05,,True
496,133,52,2021-06-11,,True
497,133,3,2022-08-04,2024-12-20,False
498,134,94,2020-06-06,,True
499,134,33,2022-06-29,,True
500,134,6,2023-02-04,,True
501,134,60,2020-01-27,,True
502,135,17,2021-07-11,,True
503,135,21,2020-09-05,,True
504,135,126,2020-02-13,,True
505,135,29,2022-01-25,2024-08-27,False
506,136,108,2021-01-01,,True
507,136,150,2021-11-23,,True
508,136,103,2020-07-17,2022-03-07,False
509,136,28,2023-03-04,,True
510,136,21,2020-04-05,,True
511,138,30,2020-10-17,2022-02-20,False
512,138,2,2022-01-13,,True
513,138,39,2020-04-26,2023-04-17,False
514,138,135,2022-10-23,,True
515,138,17,2021-02-10,,True
516,139,99,2021-04-10,,True
517,139,38,2020-03-13,,True
518,139,39,2020-11-02,,True
519,139,103,2021-05-30,,True
520,140,99,2022-02-17,,True
521,140,150,2021-09-18,,True
522,140,122,2021-12-18,,True
523,141,126,2021-10-31,2024-08-09,False
524,141,17,2021-12-15,,True
525,141,125,2021-05-22,,True
526,141,19,2020-05-13,,True
527,141,103,2023-01-14,,True
528,142,17,2021-04-15,,True
529,142,21,2022-03-29,,True
530,142,140,2020-05-14,2022-06-29,False
531,143,64,2021-09-14,,True
532,143,29,2020-04-03,,True
533,143,131,2022-01-21,2024-08-10,False
534,144,75,2021-04-28,,True
535,144,143,2020-04-19,,True
536,144,28,2022-05-28,,True
537,145,128,2023-02-02,2025-07-25,False
538,145,112,2021-03-08,,True
539,145,149,2020-04-12,,True
540,145,145,2020-01-06,,True
541,145,75,2021-06-10,2023-02-04,False
542,145,43,2020-12-17,,True
543,146,38,2020-08-01,,True
544,146,140,2021-10-10,,True
545,146,39,2020-02-15,,True
546,146,69,2020-12-14,,True
547,146,25,2021-09-16,,True
548,148,40,2023-03-13,,True
549,148,149,2021-03-22,,True
550,148,111,2022-05-02,,True
551,148,128,2023-02-19,,True
552,148,121,2021-11-26,2023-10-02,False
553,148,28,2022-02-08,,True
554,151,128,2022-10-04,2023-10-23,False
555,151,58,2021-11-04,,True
556,151,24,2021-08-18,,True
557,152,28,2020-02-27,,True
558,152,112,2023-01-21,,True
559,152,13,2020-10-19,2023-06-28,False
560,152,98,2020-05-21,,True
561,153,29,2023-03-15,,True
562,153,28,2020-03-29,,True
563,153,145,2021-11-29,,True
564,153,127,2020-02-09,2021-06-08,False
565,154,143,2020-02-08,,True
566,154,99,2020-03-17,,True
567,154,128,2021-08-22,,True
568,154,29,2022-02-23,2023-12-17,False
569,157,25,2020-07-18,,True
570,157,103,2020-10-19,2022-05-24,False
571,157,126,2021-09-12,,True
572,157,99,2020-08-25,,True
573,158,150,2020-11-28,,True
574,158,94,2023-04-06,,True
575,158,39,2022-01-01,,True
576,158,38,2022-01-11,,True
577,158,143,2020-06-22,2021-06-28,False
578,159,39,2020-03-07,,True
579,159,140,2021-12-01,,True
580,159,99,2021-10-08,,True
581,159,22,2020-01-24,2022-03-24,False
582,160,140,2023-01-31,2024-03-06,False
583,160,38,2023-01-10,,True
584,160,19,2022-11-26,,True
585,160,149,2021-07-19,,True
586,161,39,2021-08-26,,True
587,161,38,2020-08-23,,True
588,161,99,2020-04-27,2023-04-06,False
589,162,38,2020-02-07,,True
590,162,40,2020-10-28,,True
591,162,150,2021-04-08,,True
592,162,19,2020-01-15,,True
593,164,42,2023-03-05,,True
594,164,150,2021-08-05,,True
595,164,21,2020-11-12,2022-09-23,False
596,164,3,2021-04-27,,True
597,166,99,2021-08-07,,True
598,166,21,2023-02-11,2025-07-28,False
599,166,25,2022-03-20,,True
600,166,140,2022-03-04,,True
601,167,45,2022-08-09,,True
602,167,115,2020-11-10,,True
603,167,99,2021-03-28,,True
604,169,92,2022-03-17,,True
605,169,42,2021-10-11,,True
606,169,68,2022-05-29,,True
607,169,45,2022-07-28,,True
608,169,31,2022-12-10,,True
609,169,18,2022-02-16,,True
610,170,22,2022-02-19,2024-02-29,False
611,170,80,2022-11-07,,True
612,170,65,2020-05-12,,True
613,170,62,2020-07-23,2022-10-31,False
614,171,147,2020-07-25,2022-08-04,False
615,171,119,2022-11-24,,True
616,171,4,2022-10-28,,True
617,171,65,2021-02-24,,True
618,172,80,2021-12-02,2023-09-17,False
619,172,62,2022-02-12,,True
620,172,38,2021-04-22,,True
621,172,147,2022-07-11,,True
622,172,42,2022-10-22,,True
623,173,65,2022-03-23,,True
624,173,62,2021-03-24,2023-11-09,False
625,174,147,2021-01-30,,True
626,174,64,2021-12-29,,True
627,174,62,2021-01-31,,True
628,174,65,2022-07-04,,True
629,175,78,2021-05-22,,True
630,175,80,2022-09-04,,True
631,175,17,2021-02-02,2022-03-30,False
632,175,147,2022-11-27,,True
633,176,81,2020-09-23,,True
634,176,77,2020-04-05,,True
635,176,57,2021-05-21,,True
636,176,11,2022-08-10,,True
637,177,66,2021-06-02,,True
638,177,62,2021-03-31,,True
639,177,84,2022-10-16,2025-05-16,False
640,177,43,2022-07-21,,True
641,179,147,2021-11-28,,True
642,179,80,2020-09-23,,True
643,179,62,2020-02-08,,True
644,179,65,2021-02-21,2023-11-10,False
645,180,65,2021-03-28,,True
646,180,80,2022-10-08,,True
647,180,62,2020-02-05,2021-05-25,False
648,180,124,2021-10-20,,True
649,181,44,2020-04-04,,True
650,181,80,2021-06-13,,True
651,181,147,2023-03-08,,True
652,181,62,2021-03-05,,True
653,183,32,2023-01-24,2024-09-28,False
654,183,123,2022-02-17,,True
655,183,120,2021-06-15,,True
656,183,121,2022-08-26,,True
657,183,63,2021-09-10,,True
658,185,147,2022-05-28,,True
659,185,55,2021-08-01,,True
660,185,65,2022-09-02,,True
661,185,80,2022-09-09,,True
662,185,120,2020-09-23,2023-04-18,False
663,187,51,2022-03-06,,True
664,187,64,2022-06-04,,True
665,187,138,2021-02-08,,True
666,187,123,2021-04-11,,True
667,188,64,2020-11-02,2022-03-28,False
668,188,49,2022-06-21,,True
669,188,26,2021-11-10,,True
670,188,122,2022-10-19,2025-07-30,False
671,189,118,2020-10-31,,True
672,189,57,2022-12-19,,True
673,189,77,2023-01-13,,True
674,190,92,2020-03-10,,True
675,190,123,2021-12-30,,True
676,190,51,2020-10-04,2022-12-24,False
677,190,32,2021-09-21,,True
678,190,31,2022-09-23,,True
679,190,146,2020-08-16,,True
680,191,51,2022-10-28,,True
681,191,18,2021-04-30,,True
682,191,81,2021-02-01,,True
683,191,59,2020-04-22,,True
684,191,49,2021-01-31,,True
685,191,32,2022-05-05,2024-12-30,False
686,192,4,2022-01-14,,True
687,192,57,2021-11-18,,True
688,192,123,2022-10-15,,True
689,192,18,2020-09-27,,True
690,195,112,2020-03-20,,True
691,195,137,2021-02-23,,True
692,195,51,2021-09-22,2024-01-25,False
693,196,32,2020-03-16,,True
694,196,122,2020-02-09,,True
695,196,57,2022-09-01,,True
696,196,120,2022-05-22,,True
697,196,129,2021-09-20,,True
698,197,130,2021-04-14,,True
699,197,79,2022-05-02,2025-03-24,False
700,197,51,2021-06-07,,True
701,197,120,2021-10-14,,True
702,198,77,2021-12-05,,True
703,198,120,2021-09-29,2022-11-26,False
704,198,18,2022-02-06,,True
705,198,37,2022-04-22,2023-07-28,False
706,199,122,2020-09-13,,True
707,199,149,2022-09-22,,True
708,199,77,2022-01-22,,True
709,199,18,2021-04-08,,True
710,199,81,2022-08-14,2025-01-03,False
711,200,81,2020-03-06,,True
712,200,120,2020-02-25,,True
713,200,51,2020-08-12,,True
714,200,122,2022-01-31,2023-12-21,False
715,200,31,2020-08-16,,True
716,201,150,2021-07-06,2023-01-04,False
717,201,46,2021-05-26,,True
718,201,81,2022-11-05,,True
719,201,77,2022-01-20,,True
720,201,18,2022-06-05,,True
721,202,120,2021-06-22,,True
722,202,31,2022-10-25,2024-11-13,False
723,203,64,2022-01-03,,True
724,203,135,2020-10-20,,True
725,203,99,2020-05-20,,True
726,203,123,2020-05-25,,True
727,203,92,2022-10-22,,True
728,203,82,2022-05-11,,True
729,204,55,2020-10-28,,True
730,204,64,2020-05-19,2021-10-25,False
731,204,81,2021-12-23,,True
732,204,77,2022-02-11,,True
733,204,123,2023-03-28,,True
734,205,83,2022-01-11,,True
735,205,127,2021-09-24,,True
736,205,31,2021-10-25,2023-12-31,False
737,205,4,2021-02-06,,True
738,206,55,2023-01-12,,True
739,206,88,2023-01-30,,True
740,206,94,2022-10-31,2024-11-23,False
741,208,88,2021-05-18,,True
742,208,45,2020-09-12,,True
743,208,138,2020-03-12,,True
744,209,54,2020-03-08,,True
745,209,55,2021-12-22,,True
746,209,149,2022-05-02,2025-02-19,False
747,209,99,2020-10-14,2022-07-10,False
748,209,124,2020-10-21,,True
749,210,124,2021-07-09,,True
750,210,8,2022-04-02,2023-09-20,False
751,210,63,2020-08-03,,True
752,211,65,2022-09-27,,True
753,211,126,2021-11-13,2023-08-23,False
754,211,8,2021-02-17,2022-04-02,False
755,211,35,2021-09-29,,True
756,212,11,2023-02-27,2025-11-06,False
757,212,148,2022-12-03,,True
758,212,45,2021-07-19,2023-07-02,False
759,212,70,2021-04-04,,True
760,214,60,2021-11-27,,True
761,214,14,2022-12-29,,True
762,214,63,2020-06-07,,True
763,214,94,2020-11-17,,True
764,215,60,2022-08-05,2024-08-07,False
765,215,63,2021-02-04,2022-08-10,False
766,215,94,2022-12-12,,True
767,215,13,2022-01-19,,True
768,215,89,2021-01-17,,True
769,216,57,2021-06-15,,True
770,216,47,2021-11-21,2024-05-27,False
771,216,150,2020-01-18,,True
772,217,66,2022-03-30,2025-01-02,False
773,217,63,2022-02-28,,True
774,217,14,2022-08-29,,True
775,218,50,2021-03-12,,True
776,218,94,2022-11-29,,True
777,218,67,2020-06-26,2021-09-21,False
778,218,66,2022-08-29,,True
779,219,50,2023-01-12,,True
780,219,33,2020-09-19,,True
781,219,63,2020-05-21,,True
782,220,106,2023-02-26,2026-02-20,False
783,220,60,2020-10-18,,True
784,220,63,2021-03-31,2024-01-12,False
785,220,50,2020-12-23,,True
786,220,66,2020-05-22,,True
787,221,6,2020-06-12,,True
788,221,112,2021-09-11,,True
789,221,58,2021-04-22,,True
790,221,128,2020-07-28,,True
791,222,94,2021-05-29,,True
792,222,113,2023-03-31,,True
793,222,63,2021-08-24,,True
794,222,26,2020-08-24,2022-04-02,False
795,222,3,2023-01-17,,True
796,222,149,2022-09-21,,True
797,223,66,2020-11-26,2023-08-11,False
798,223,63,2020-06-15,,True
799,223,14,2023-01-16,2025-11-15,False
800,223,83,2021-06-15,,True
801,224,6,2020-02-13,,True
802,224,33,2021-04-23,,True
803,224,94,2021-08-27,,True
804,224,70,2022-10-30,,True
805,224,63,2020-11-25,,True
806,224,61,2021-12-10,,True
807,225,63,2022-03-03,,True
